State,District,Year,Quater,Insurance_count,Insurance_amount
haryana,bhiwani district,2022,2,931,1348492.0
haryana,sirsa district,2022,2,476,822260.0
haryana,mewat district,2022,2,318,430238.0
haryana,panipat district,2022,2,1030,1355321.0
haryana,gurugram district,2022,2,6554,7627997.0
haryana,kaithal district,2022,2,495,633675.0
haryana,kurukshetra district,2022,2,573,771908.0
haryana,jhajjar district,2022,2,987,1449163.0
haryana,yamunanagar district,2022,3,720,1041481.0
haryana,sonipat district,2022,3,1657,2565808.0
haryana,jind district,2022,3,1006,1332327.0
haryana,rohtak district,2022,3,1242,1806212.0
haryana,faridabad district,2022,3,4789,5313116.0
haryana,mahendragarh district,2022,3,1139,1402381.0
haryana,hisar district,2022,3,1516,2224226.0
haryana,karnal district,2022,3,1150,1799811.0
haryana,fatehabad district,2022,3,494,827400.0
haryana,palwal district,2022,3,917,1243503.0
haryana,charkhi dadri district,2022,3,370,495110.0
haryana,ambala district,2022,3,975,1462020.0
haryana,rewari district,2022,3,1838,2341723.0
haryana,panchkula district,2022,3,760,1148757.0
haryana,bhiwani district,2022,3,1147,1597842.0
haryana,sirsa district,2022,3,688,1182871.0
haryana,mewat district,2022,3,637,893202.0
haryana,panipat district,2022,3,1432,1773022.0
haryana,gurugram district,2022,3,10085,10744733.0
haryana,kaithal district,2022,3,654,890678.0
haryana,kurukshetra district,2022,3,679,1104792.0
haryana,jhajjar district,2022,3,1451,2211785.0
haryana,yamunanagar district,2022,4,725,1368909.0
haryana,sonipat district,2022,4,1969,3340650.0
haryana,jind district,2022,4,861,1461931.0
haryana,rohtak district,2022,4,1355,2305432.0
haryana,faridabad district,2022,4,5980,7492688.0
haryana,mahendragarh district,2022,4,1211,1666096.0
haryana,hisar district,2022,4,1413,2309773.0
haryana,karnal district,2022,4,1113,2024575.0
haryana,fatehabad district,2022,4,525,1002278.0
haryana,palwal district,2022,4,991,1456844.0
haryana,charkhi dadri district,2022,4,350,662919.0
haryana,ambala district,2022,4,924,1647332.0
haryana,rewari district,2022,4,1987,2881000.0
haryana,panchkula district,2022,4,824,1464209.0
haryana,bhiwani district,2022,4,1044,1887378.0
haryana,sirsa district,2022,4,654,1424465.0
haryana,mewat district,2022,4,481,747463.0
haryana,panipat district,2022,4,1375,2059529.0
haryana,gurugram district,2022,4,11347,14333166.0
haryana,kaithal district,2022,4,513,929535.0
haryana,kurukshetra district,2022,4,747,1447766.0
haryana,jhajjar district,2022,4,1582,2713177.0
haryana,yamunanagar district,2023,1,802,1436458.0
haryana,sonipat district,2023,1,1780,3324135.0
haryana,jind district,2023,1,789,1528474.0
haryana,rohtak district,2023,1,1273,2377291.0
haryana,faridabad district,2023,1,5728,7830067.0
haryana,mahendragarh district,2023,1,758,1487149.0
haryana,hisar district,2023,1,2090,3545685.0
haryana,karnal district,2023,1,1119,2173782.0
haryana,fatehabad district,2023,1,590,1371262.0
haryana,palwal district,2023,1,893,1673096.0
haryana,charkhi dadri district,2023,1,334,601389.0
haryana,ambala district,2023,1,1034,1859227.0
haryana,rewari district,2023,1,1988,3178735.0
haryana,panchkula district,2023,1,874,1618388.0
haryana,bhiwani district,2023,1,1033,1862883.0
haryana,sirsa district,2023,1,961,2155839.0
haryana,mewat district,2023,1,469,790181.0
haryana,panipat district,2023,1,1190,1891460.0
haryana,gurugram district,2023,1,10981,15057940.0
haryana,kaithal district,2023,1,524,1236444.0
haryana,kurukshetra district,2023,1,645,1354698.0
haryana,jhajjar district,2023,1,1432,2772611.0
haryana,yamunanagar district,2023,2,772,1409076.0
haryana,sonipat district,2023,2,2089,3563822.0
haryana,jind district,2023,2,871,1408897.0
haryana,rohtak district,2023,2,1425,2386384.0
haryana,faridabad district,2023,2,5775,7426519.0
haryana,mahendragarh district,2023,2,1007,1613165.0
haryana,hisar district,2023,2,2201,3727277.0
haryana,karnal district,2023,2,1185,2020785.0
haryana,fatehabad district,2023,2,581,1149250.0
haryana,palwal district,2023,2,969,1595403.0
haryana,charkhi dadri district,2023,2,425,693007.0
haryana,ambala district,2023,2,1312,2316706.0
haryana,rewari district,2023,2,2301,3295937.0
haryana,panchkula district,2023,2,830,1340391.0
haryana,bhiwani district,2023,2,1272,2111956.0
haryana,sirsa district,2023,2,852,1967431.0
haryana,mewat district,2023,2,495,870256.0
haryana,panipat district,2023,2,1548,2298671.0
haryana,gurugram district,2023,2,11759,15891257.0
haryana,kaithal district,2023,2,604,1081384.0
haryana,kurukshetra district,2023,2,754,1267099.0
haryana,jhajjar district,2023,2,1683,2751393.0
haryana,yamunanagar district,2023,3,797,1287150.0
haryana,sonipat district,2023,3,1998,3234041.0
haryana,jind district,2023,3,769,1375846.0
haryana,rohtak district,2023,3,1425,2349687.0
haryana,faridabad district,2023,3,6299,7830941.0
haryana,mahendragarh district,2023,3,1022,1729740.0
haryana,hisar district,2023,3,1931,3178279.0
haryana,karnal district,2023,3,1574,2126635.0
haryana,fatehabad district,2023,3,515,1068249.0
haryana,palwal district,2023,3,1012,1522507.0
haryana,charkhi dadri district,2023,3,465,771025.0
haryana,ambala district,2023,3,1143,1814206.0
haryana,rewari district,2023,3,2303,3251849.0
haryana,panchkula district,2023,3,1064,1764279.0
haryana,bhiwani district,2023,3,1187,1847464.0
haryana,sirsa district,2023,3,720,1489750.0
haryana,mewat district,2023,3,497,802467.0
haryana,panipat district,2023,3,1713,2369450.0
haryana,gurugram district,2023,3,13467,16796070.0
haryana,kaithal district,2023,3,578,1078099.0
haryana,kurukshetra district,2023,3,726,1423466.0
haryana,jhajjar district,2023,3,1610,2671111.0
haryana,yamunanagar district,2023,4,989,1946237.0
haryana,sonipat district,2023,4,2370,4304743.0
haryana,jind district,2023,4,1043,1848746.0
haryana,rohtak district,2023,4,1541,2892015.0
haryana,faridabad district,2023,4,7244,10321129.0
haryana,mahendragarh district,2023,4,1237,2323156.0
haryana,hisar district,2023,4,1999,3705402.0
haryana,karnal district,2023,4,1422,2515568.0
haryana,fatehabad district,2023,4,581,1453398.0
haryana,palwal district,2023,4,1345,2452791.0
haryana,charkhi dadri district,2023,4,481,952122.0
haryana,ambala district,2023,4,1266,2722928.0
haryana,rewari district,2023,4,2540,4615327.0
haryana,panchkula district,2023,4,899,2031089.0
haryana,bhiwani district,2023,4,1439,2523209.0
haryana,sirsa district,2023,4,846,2084219.0
haryana,mewat district,2023,4,674,1074004.0
haryana,panipat district,2023,4,1919,3130020.0
haryana,gurugram district,2023,4,14118,20950373.0
haryana,kaithal district,2023,4,665,1399682.0
haryana,kurukshetra district,2023,4,848,1894715.0
haryana,jhajjar district,2023,4,2040,3606286.0
himachal-pradesh,solan district,2020,2,97,19714.0
himachal-pradesh,sirmaur district,2020,2,19,4111.0
himachal-pradesh,shimla district,2020,2,44,8364.0
himachal-pradesh,bilaspur district,2020,2,11,2712.0
himachal-pradesh,hamirpur district,2020,2,31,6714.0
himachal-pradesh,una district,2020,2,11,2651.0
himachal-pradesh,kangra district,2020,2,38,9269.0
himachal-pradesh,kullu district,2020,2,80,11543.0
himachal-pradesh,mandi district,2020,2,54,10723.0
himachal-pradesh,chamba district,2020,2,4,1447.0
himachal-pradesh,kinnaur district,2020,2,3,688.0
himachal-pradesh,solan district,2020,3,132,38040.0
himachal-pradesh,sirmaur district,2020,3,39,10928.0
himachal-pradesh,shimla district,2020,3,74,26993.0
himachal-pradesh,bilaspur district,2020,3,17,4750.0
himachal-pradesh,hamirpur district,2020,3,25,8139.0
himachal-pradesh,una district,2020,3,31,6127.0
himachal-pradesh,kangra district,2020,3,89,26682.0
himachal-pradesh,kullu district,2020,3,34,14714.0
himachal-pradesh,mandi district,2020,3,58,21176.0
himachal-pradesh,lahul and spiti district,2020,3,9,1719.0
himachal-pradesh,chamba district,2020,3,14,4150.0
himachal-pradesh,kinnaur district,2020,3,9,2141.0
himachal-pradesh,solan district,2020,4,162,88870.0
himachal-pradesh,sirmaur district,2020,4,50,47332.0
himachal-pradesh,shimla district,2020,4,74,57412.0
himachal-pradesh,bilaspur district,2020,4,19,16248.0
himachal-pradesh,hamirpur district,2020,4,59,57764.0
himachal-pradesh,una district,2020,4,51,48891.0
himachal-pradesh,kangra district,2020,4,153,166625.0
himachal-pradesh,kullu district,2020,4,19,14390.0
himachal-pradesh,mandi district,2020,4,73,83521.0
himachal-pradesh,lahul and spiti district,2020,4,3,1018.0
himachal-pradesh,chamba district,2020,4,29,20481.0
himachal-pradesh,kinnaur district,2020,4,18,28414.0
himachal-pradesh,solan district,2021,1,248,140127.0
himachal-pradesh,sirmaur district,2021,1,82,57506.0
himachal-pradesh,shimla district,2021,1,97,96526.0
himachal-pradesh,bilaspur district,2021,1,43,38469.0
himachal-pradesh,hamirpur district,2021,1,84,121562.0
himachal-pradesh,una district,2021,1,67,61213.0
himachal-pradesh,kangra district,2021,1,214,225446.0
himachal-pradesh,kullu district,2021,1,58,22094.0
himachal-pradesh,mandi district,2021,1,116,82328.0
himachal-pradesh,lahul and spiti district,2021,1,4,10490.0
himachal-pradesh,chamba district,2021,1,41,44528.0
himachal-pradesh,kinnaur district,2021,1,10,6203.0
himachal-pradesh,solan district,2021,2,243,196231.0
himachal-pradesh,sirmaur district,2021,2,107,115857.0
himachal-pradesh,shimla district,2021,2,117,118778.0
himachal-pradesh,bilaspur district,2021,2,68,66886.0
himachal-pradesh,hamirpur district,2021,2,86,146075.0
himachal-pradesh,una district,2021,2,65,86930.0
himachal-pradesh,kangra district,2021,2,233,344261.0
himachal-pradesh,kullu district,2021,2,75,45639.0
himachal-pradesh,mandi district,2021,2,135,197249.0
himachal-pradesh,lahul and spiti district,2021,2,7,10582.0
himachal-pradesh,chamba district,2021,2,59,60257.0
himachal-pradesh,kinnaur district,2021,2,15,13593.0
himachal-pradesh,solan district,2021,3,391,390500.0
himachal-pradesh,sirmaur district,2021,3,133,167321.0
himachal-pradesh,shimla district,2021,3,137,189891.0
himachal-pradesh,bilaspur district,2021,3,97,143442.0
himachal-pradesh,hamirpur district,2021,3,133,198322.0
himachal-pradesh,una district,2021,3,95,174175.0
himachal-pradesh,kangra district,2021,3,362,662048.0
himachal-pradesh,kullu district,2021,3,168,138495.0
himachal-pradesh,mandi district,2021,3,125,200257.0
himachal-pradesh,lahul and spiti district,2021,3,10,25448.0
himachal-pradesh,chamba district,2021,3,87,119346.0
himachal-pradesh,kinnaur district,2021,3,21,35300.0
himachal-pradesh,solan district,2021,4,506,677171.0
himachal-pradesh,sirmaur district,2021,4,196,327046.0
himachal-pradesh,shimla district,2021,4,192,487857.0
himachal-pradesh,bilaspur district,2021,4,116,195467.0
himachal-pradesh,hamirpur district,2021,4,234,454797.0
himachal-pradesh,una district,2021,4,245,489125.0
himachal-pradesh,kangra district,2021,4,535,1087881.0
himachal-pradesh,kullu district,2021,4,97,207502.0
himachal-pradesh,mandi district,2021,4,216,461966.0
himachal-pradesh,lahul and spiti district,2021,4,6,14475.0
himachal-pradesh,chamba district,2021,4,96,184684.0
himachal-pradesh,kinnaur district,2021,4,35,79690.0
himachal-pradesh,solan district,2022,1,552,852367.0
himachal-pradesh,sirmaur district,2022,1,253,503526.0
himachal-pradesh,shimla district,2022,1,180,482453.0
himachal-pradesh,bilaspur district,2022,1,108,196856.0
himachal-pradesh,hamirpur district,2022,1,312,604752.0
himachal-pradesh,una district,2022,1,198,383701.0
himachal-pradesh,kangra district,2022,1,674,1204389.0
himachal-pradesh,kullu district,2022,1,101,184037.0
himachal-pradesh,mandi district,2022,1,189,424112.0
himachal-pradesh,lahul and spiti district,2022,1,9,26969.0
himachal-pradesh,chamba district,2022,1,165,277194.0
himachal-pradesh,kinnaur district,2022,1,27,94383.0
himachal-pradesh,solan district,2022,2,556,859012.0
himachal-pradesh,sirmaur district,2022,2,218,341033.0
himachal-pradesh,shimla district,2022,2,221,489594.0
himachal-pradesh,bilaspur district,2022,2,93,213842.0
himachal-pradesh,hamirpur district,2022,2,239,479368.0
himachal-pradesh,una district,2022,2,230,450565.0
himachal-pradesh,kangra district,2022,2,669,1348463.0
himachal-pradesh,kullu district,2022,2,159,305767.0
himachal-pradesh,mandi district,2022,2,251,500409.0
himachal-pradesh,lahul and spiti district,2022,2,18,52942.0
himachal-pradesh,chamba district,2022,2,154,274749.0
himachal-pradesh,kinnaur district,2022,2,23,55334.0
himachal-pradesh,solan district,2022,3,805,1176468.0
himachal-pradesh,sirmaur district,2022,3,322,498374.0
himachal-pradesh,shimla district,2022,3,295,570328.0
himachal-pradesh,bilaspur district,2022,3,138,266328.0
himachal-pradesh,hamirpur district,2022,3,301,550440.0
himachal-pradesh,una district,2022,3,230,358128.0
himachal-pradesh,kangra district,2022,3,823,1348052.0
himachal-pradesh,kullu district,2022,3,156,300504.0
himachal-pradesh,mandi district,2022,3,293,588312.0
himachal-pradesh,lahul and spiti district,2022,3,12,42943.0
himachal-pradesh,chamba district,2022,3,217,379656.0
himachal-pradesh,kinnaur district,2022,3,49,82159.0
himachal-pradesh,solan district,2022,4,1009,1741427.0
himachal-pradesh,sirmaur district,2022,4,432,710927.0
himachal-pradesh,shimla district,2022,4,341,854465.0
himachal-pradesh,bilaspur district,2022,4,174,346816.0
himachal-pradesh,hamirpur district,2022,4,359,728113.0
himachal-pradesh,una district,2022,4,353,682027.0
himachal-pradesh,kangra district,2022,4,1085,2218111.0
himachal-pradesh,kullu district,2022,4,175,371574.0
himachal-pradesh,mandi district,2022,4,310,725635.0
himachal-pradesh,lahul and spiti district,2022,4,25,80169.0
himachal-pradesh,chamba district,2022,4,249,459421.0
himachal-pradesh,kinnaur district,2022,4,53,141751.0
himachal-pradesh,solan district,2023,1,812,1428093.0
himachal-pradesh,sirmaur district,2023,1,375,732159.0
himachal-pradesh,shimla district,2023,1,334,801571.0
himachal-pradesh,bilaspur district,2023,1,108,212666.0
himachal-pradesh,hamirpur district,2023,1,350,684183.0
himachal-pradesh,una district,2023,1,253,621486.0
himachal-pradesh,kangra district,2023,1,950,1883388.0
himachal-pradesh,kullu district,2023,1,189,310035.0
himachal-pradesh,mandi district,2023,1,264,633837.0
himachal-pradesh,lahul and spiti district,2023,1,1,5870.0
himachal-pradesh,chamba district,2023,1,242,418898.0
himachal-pradesh,kinnaur district,2023,1,31,93947.0
himachal-pradesh,solan district,2023,2,878,1427609.0
himachal-pradesh,sirmaur district,2023,2,289,518018.0
himachal-pradesh,shimla district,2023,2,351,883035.0
himachal-pradesh,bilaspur district,2023,2,144,317410.0
himachal-pradesh,hamirpur district,2023,2,371,718811.0
himachal-pradesh,una district,2023,2,299,645275.0
himachal-pradesh,kangra district,2023,2,979,2087628.0
himachal-pradesh,kullu district,2023,2,227,566436.0
himachal-pradesh,mandi district,2023,2,373,750098.0
himachal-pradesh,lahul and spiti district,2023,2,21,64814.0
himachal-pradesh,chamba district,2023,2,229,406428.0
himachal-pradesh,kinnaur district,2023,2,36,113863.0
himachal-pradesh,solan district,2023,3,825,1315793.0
himachal-pradesh,sirmaur district,2023,3,347,642000.0
himachal-pradesh,shimla district,2023,3,264,718409.0
himachal-pradesh,bilaspur district,2023,3,141,345402.0
himachal-pradesh,hamirpur district,2023,3,375,780271.0
himachal-pradesh,una district,2023,3,276,506882.0
himachal-pradesh,kangra district,2023,3,998,2023047.0
himachal-pradesh,kullu district,2023,3,133,306144.0
himachal-pradesh,mandi district,2023,3,303,659502.0
himachal-pradesh,lahul and spiti district,2023,3,22,116767.0
himachal-pradesh,chamba district,2023,3,202,333469.0
himachal-pradesh,kinnaur district,2023,3,49,122081.0
himachal-pradesh,solan district,2023,4,1075,2115674.0
himachal-pradesh,sirmaur district,2023,4,460,988869.0
himachal-pradesh,shimla district,2023,4,373,1041293.0
himachal-pradesh,bilaspur district,2023,4,185,478990.0
himachal-pradesh,hamirpur district,2023,4,437,976800.0
himachal-pradesh,una district,2023,4,381,917948.0
himachal-pradesh,kangra district,2023,4,1319,3070701.0
himachal-pradesh,kullu district,2023,4,205,555859.0
himachal-pradesh,mandi district,2023,4,430,1051722.0
himachal-pradesh,lahul and spiti district,2023,4,16,36318.0
himachal-pradesh,chamba district,2023,4,287,512946.0
himachal-pradesh,kinnaur district,2023,4,43,151704.0
jammu-&-kashmir,doda district,2020,2,4,693.0
jammu-&-kashmir,samba district,2020,2,12,2538.0
jammu-&-kashmir,srinagar district,2020,2,13,3764.0
jammu-&-kashmir,baramulla district,2020,2,8,2309.0
jammu-&-kashmir,jammu district,2020,2,90,20793.0
jammu-&-kashmir,ganderbal district,2020,2,1,231.0
jammu-&-kashmir,udhampur district,2020,2,15,3721.0
jammu-&-kashmir,bandipore district,2020,2,1,226.0
jammu-&-kashmir,reasi district,2020,2,7,1356.0
jammu-&-kashmir,kathua district,2020,2,9,2171.0
jammu-&-kashmir,kishtwar district,2020,2,5,1027.0
jammu-&-kashmir,pulwama district,2020,2,6,1637.0
jammu-&-kashmir,ramban district,2020,2,4,1401.0
jammu-&-kashmir,rajouri district,2020,2,10,1961.0
jammu-&-kashmir,kulgam district,2020,2,1,231.0
jammu-&-kashmir,budgam district,2020,2,4,1699.0
jammu-&-kashmir,anantnag district,2020,2,5,1057.0
jammu-&-kashmir,kupwara district,2020,2,11,1669.0
jammu-&-kashmir,doda district,2020,3,7,1095.0
jammu-&-kashmir,samba district,2020,3,26,7652.0
jammu-&-kashmir,srinagar district,2020,3,37,12500.0
jammu-&-kashmir,baramulla district,2020,3,31,7873.0
jammu-&-kashmir,jammu district,2020,3,178,57768.0
jammu-&-kashmir,ganderbal district,2020,3,7,2398.0
jammu-&-kashmir,udhampur district,2020,3,15,2284.0
jammu-&-kashmir,bandipore district,2020,3,4,761.0
jammu-&-kashmir,reasi district,2020,3,14,5059.0
jammu-&-kashmir,shopian district,2020,3,3,383.0
jammu-&-kashmir,poonch district,2020,3,3,1058.0
jammu-&-kashmir,kathua district,2020,3,25,6856.0
jammu-&-kashmir,kishtwar district,2020,3,1,166.0
jammu-&-kashmir,pulwama district,2020,3,11,2994.0
jammu-&-kashmir,ramban district,2020,3,10,3343.0
jammu-&-kashmir,rajouri district,2020,3,18,4443.0
jammu-&-kashmir,kulgam district,2020,3,5,3014.0
jammu-&-kashmir,budgam district,2020,3,23,6888.0
jammu-&-kashmir,anantnag district,2020,3,8,1194.0
jammu-&-kashmir,kupwara district,2020,3,15,5610.0
jammu-&-kashmir,doda district,2020,4,9,10047.0
jammu-&-kashmir,samba district,2020,4,55,52801.0
jammu-&-kashmir,mirpur district,2020,4,2,2612.0
jammu-&-kashmir,srinagar district,2020,4,48,71117.0
jammu-&-kashmir,baramulla district,2020,4,29,26838.0
jammu-&-kashmir,jammu district,2020,4,220,234831.0
jammu-&-kashmir,ganderbal district,2020,4,7,11507.0
jammu-&-kashmir,udhampur district,2020,4,39,38569.0
jammu-&-kashmir,bandipore district,2020,4,8,6649.0
jammu-&-kashmir,reasi district,2020,4,34,26958.0
jammu-&-kashmir,shopian district,2020,4,2,5368.0
jammu-&-kashmir,poonch district,2020,4,23,26902.0
jammu-&-kashmir,kathua district,2020,4,42,48827.0
jammu-&-kashmir,kishtwar district,2020,4,6,16741.0
jammu-&-kashmir,pulwama district,2020,4,14,17539.0
jammu-&-kashmir,ramban district,2020,4,9,7703.0
jammu-&-kashmir,rajouri district,2020,4,19,12775.0
jammu-&-kashmir,kulgam district,2020,4,6,15663.0
jammu-&-kashmir,budgam district,2020,4,26,47506.0
jammu-&-kashmir,anantnag district,2020,4,23,32801.0
jammu-&-kashmir,kupwara district,2020,4,26,21107.0
jammu-&-kashmir,muzaffarabad district,2021,1,2,835.0
jammu-&-kashmir,doda district,2021,1,15,16399.0
jammu-&-kashmir,samba district,2021,1,53,70708.0
jammu-&-kashmir,mirpur district,2021,1,2,3853.0
jammu-&-kashmir,srinagar district,2021,1,53,89002.0
jammu-&-kashmir,baramulla district,2021,1,33,22277.0
jammu-&-kashmir,jammu district,2021,1,330,366886.0
jammu-&-kashmir,ganderbal district,2021,1,168,244079.0
jammu-&-kashmir,udhampur district,2021,1,49,58092.0
jammu-&-kashmir,bandipore district,2021,1,45,117749.0
jammu-&-kashmir,reasi district,2021,1,20,37520.0
jammu-&-kashmir,shopian district,2021,1,16,52181.0
jammu-&-kashmir,poonch district,2021,1,21,24190.0
jammu-&-kashmir,kathua district,2021,1,74,114276.0
jammu-&-kashmir,kishtwar district,2021,1,8,909.0
jammu-&-kashmir,pulwama district,2021,1,38,51363.0
jammu-&-kashmir,ramban district,2021,1,14,31961.0
jammu-&-kashmir,rajouri district,2021,1,34,31011.0
jammu-&-kashmir,kulgam district,2021,1,13,27494.0
jammu-&-kashmir,budgam district,2021,1,38,48723.0
jammu-&-kashmir,anantnag district,2021,1,46,90513.0
jammu-&-kashmir,kupwara district,2021,1,33,46267.0
jammu-&-kashmir,doda district,2021,2,23,43898.0
jammu-&-kashmir,samba district,2021,2,65,100030.0
jammu-&-kashmir,mirpur district,2021,2,1,4956.0
jammu-&-kashmir,srinagar district,2021,2,70,92975.0
jammu-&-kashmir,baramulla district,2021,2,36,56117.0
jammu-&-kashmir,jammu district,2021,2,371,621718.0
jammu-&-kashmir,ganderbal district,2021,2,134,78764.0
jammu-&-kashmir,udhampur district,2021,2,71,114207.0
jammu-&-kashmir,bandipore district,2021,2,39,58097.0
jammu-&-kashmir,reasi district,2021,2,33,46716.0
jammu-&-kashmir,shopian district,2021,2,9,27915.0
jammu-&-kashmir,poonch district,2021,2,17,29030.0
jammu-&-kashmir,kathua district,2021,2,85,144589.0
jammu-&-kashmir,kishtwar district,2021,2,16,11972.0
jammu-&-kashmir,pulwama district,2021,2,42,82595.0
jammu-&-kashmir,ramban district,2021,2,13,15378.0
jammu-&-kashmir,rajouri district,2021,2,40,61758.0
jammu-&-kashmir,kulgam district,2021,2,11,25961.0
jammu-&-kashmir,budgam district,2021,2,41,73783.0
jammu-&-kashmir,anantnag district,2021,2,38,66008.0
jammu-&-kashmir,kupwara district,2021,2,42,75622.0
jammu-&-kashmir,muzaffarabad district,2021,3,2,1419.0
jammu-&-kashmir,doda district,2021,3,26,37163.0
jammu-&-kashmir,samba district,2021,3,98,168234.0
jammu-&-kashmir,mirpur district,2021,3,4,8265.0
jammu-&-kashmir,srinagar district,2021,3,74,147231.0
jammu-&-kashmir,baramulla district,2021,3,39,57845.0
jammu-&-kashmir,jammu district,2021,3,475,624158.0
jammu-&-kashmir,ganderbal district,2021,3,18,26384.0
jammu-&-kashmir,udhampur district,2021,3,94,170249.0
jammu-&-kashmir,bandipore district,2021,3,18,56848.0
jammu-&-kashmir,reasi district,2021,3,37,61064.0
jammu-&-kashmir,shopian district,2021,3,50,47443.0
jammu-&-kashmir,poonch district,2021,3,16,19141.0
jammu-&-kashmir,kathua district,2021,3,92,134313.0
jammu-&-kashmir,kishtwar district,2021,3,17,32838.0
jammu-&-kashmir,pulwama district,2021,3,118,86114.0
jammu-&-kashmir,ramban district,2021,3,18,40117.0
jammu-&-kashmir,rajouri district,2021,3,39,61196.0
jammu-&-kashmir,kulgam district,2021,3,24,60071.0
jammu-&-kashmir,budgam district,2021,3,84,115627.0
jammu-&-kashmir,anantnag district,2021,3,79,135519.0
jammu-&-kashmir,kupwara district,2021,3,30,47894.0
jammu-&-kashmir,doda district,2021,4,25,53510.0
jammu-&-kashmir,samba district,2021,4,150,298729.0
jammu-&-kashmir,mirpur district,2021,4,3,5203.0
jammu-&-kashmir,srinagar district,2021,4,193,460213.0
jammu-&-kashmir,baramulla district,2021,4,70,155381.0
jammu-&-kashmir,jammu district,2021,4,918,1563386.0
jammu-&-kashmir,ganderbal district,2021,4,43,83757.0
jammu-&-kashmir,udhampur district,2021,4,108,174710.0
jammu-&-kashmir,bandipore district,2021,4,29,64569.0
jammu-&-kashmir,reasi district,2021,4,64,109941.0
jammu-&-kashmir,shopian district,2021,4,154,170478.0
jammu-&-kashmir,poonch district,2021,4,57,107585.0
jammu-&-kashmir,kathua district,2021,4,151,264155.0
jammu-&-kashmir,kishtwar district,2021,4,29,69915.0
jammu-&-kashmir,pulwama district,2021,4,115,214708.0
jammu-&-kashmir,ramban district,2021,4,30,86266.0
jammu-&-kashmir,rajouri district,2021,4,81,171652.0
jammu-&-kashmir,kulgam district,2021,4,48,148267.0
jammu-&-kashmir,budgam district,2021,4,628,483043.0
jammu-&-kashmir,anantnag district,2021,4,155,414820.0
jammu-&-kashmir,kupwara district,2021,4,62,123029.0
jammu-&-kashmir,doda district,2022,1,66,200819.0
jammu-&-kashmir,samba district,2022,1,141,336914.0
jammu-&-kashmir,mirpur district,2022,1,2,5326.0
jammu-&-kashmir,srinagar district,2022,1,399,734819.0
jammu-&-kashmir,baramulla district,2022,1,171,348488.0
jammu-&-kashmir,jammu district,2022,1,974,1927670.0
jammu-&-kashmir,ganderbal district,2022,1,38,85839.0
jammu-&-kashmir,udhampur district,2022,1,142,306421.0
jammu-&-kashmir,bandipore district,2022,1,50,153502.0
jammu-&-kashmir,reasi district,2022,1,69,165808.0
jammu-&-kashmir,shopian district,2022,1,119,223541.0
jammu-&-kashmir,poonch district,2022,1,42,88435.0
jammu-&-kashmir,kathua district,2022,1,184,442387.0
jammu-&-kashmir,kishtwar district,2022,1,33,78143.0
jammu-&-kashmir,pulwama district,2022,1,265,464390.0
jammu-&-kashmir,ramban district,2022,1,32,109268.0
jammu-&-kashmir,rajouri district,2022,1,72,171099.0
jammu-&-kashmir,kulgam district,2022,1,94,239998.0
jammu-&-kashmir,budgam district,2022,1,252,394334.0
jammu-&-kashmir,anantnag district,2022,1,356,523325.0
jammu-&-kashmir,kupwara district,2022,1,83,243741.0
jammu-&-kashmir,muzaffarabad district,2022,2,3,6048.0
jammu-&-kashmir,doda district,2022,2,72,187923.0
jammu-&-kashmir,samba district,2022,2,208,380723.0
jammu-&-kashmir,mirpur district,2022,2,7,8857.0
jammu-&-kashmir,srinagar district,2022,2,528,967474.0
jammu-&-kashmir,baramulla district,2022,2,180,366809.0
jammu-&-kashmir,jammu district,2022,2,1181,1988901.0
jammu-&-kashmir,ganderbal district,2022,2,38,79233.0
jammu-&-kashmir,udhampur district,2022,2,193,322630.0
jammu-&-kashmir,bandipore district,2022,2,46,126244.0
jammu-&-kashmir,reasi district,2022,2,88,136751.0
jammu-&-kashmir,shopian district,2022,2,75,172190.0
jammu-&-kashmir,poonch district,2022,2,81,144338.0
jammu-&-kashmir,kathua district,2022,2,204,445358.0
jammu-&-kashmir,kishtwar district,2022,2,50,100544.0
jammu-&-kashmir,pulwama district,2022,2,199,408613.0
jammu-&-kashmir,ramban district,2022,2,37,106990.0
jammu-&-kashmir,rajouri district,2022,2,111,235383.0
jammu-&-kashmir,kulgam district,2022,2,106,220085.0
jammu-&-kashmir,budgam district,2022,2,259,512454.0
jammu-&-kashmir,anantnag district,2022,2,263,539003.0
jammu-&-kashmir,kupwara district,2022,2,142,273241.0
jammu-&-kashmir,muzaffarabad district,2022,3,1,56.0
jammu-&-kashmir,doda district,2022,3,115,211141.0
jammu-&-kashmir,samba district,2022,3,292,442303.0
jammu-&-kashmir,mirpur district,2022,3,20,24984.0
jammu-&-kashmir,srinagar district,2022,3,504,908586.0
jammu-&-kashmir,baramulla district,2022,3,131,268011.0
jammu-&-kashmir,jammu district,2022,3,1674,2443103.0
jammu-&-kashmir,ganderbal district,2022,3,50,99812.0
jammu-&-kashmir,udhampur district,2022,3,266,394002.0
jammu-&-kashmir,bandipore district,2022,3,52,140927.0
jammu-&-kashmir,reasi district,2022,3,140,247331.0
jammu-&-kashmir,shopian district,2022,3,59,90368.0
jammu-&-kashmir,poonch district,2022,3,79,172947.0
jammu-&-kashmir,kathua district,2022,3,342,529015.0
jammu-&-kashmir,kishtwar district,2022,3,64,163254.0
jammu-&-kashmir,pulwama district,2022,3,162,308696.0
jammu-&-kashmir,ramban district,2022,3,58,126047.0
